,OrderWeek,Segment,City,State,Region,SubCategory,Discount
553,47,Consumer,Houston,Texas,Central,Fasteners,YES
554,26,Corporate,Anaheim,California,West,Storage,NO
555,10,Consumer,Wilmington,North Carolina,South,Art,YES
556,23,Consumer,Los Angeles,California,West,Labels,NO
557,23,Consumer,Los Angeles,California,West,Tables,YES
558,23,Consumer,Los Angeles,California,West,Paper,NO
559,47,Consumer,San Francisco,California,West,Furnishings,NO
560,47,Consumer,San Francisco,California,West,Binders,YES
561,37,Consumer,Tampa,Florida,South,Appliances,YES
562,37,Consumer,Tampa,Florida,South,Furnishings,YES
563,50,Consumer,Seattle,Washington,West,Fasteners,NO
564,50,Consumer,Seattle,Washington,West,Labels,NO
565,49,Consumer,Los Angeles,California,West,Phones,YES
567,39,Corporate,Seattle,Washington,West,Binders,YES
568,39,Corporate,Seattle,Washington,West,Paper,NO
569,39,Corporate,Seattle,Washington,West,Chairs,YES
570,52,Consumer,New York City,New York,East,Labels,NO
571,52,Consumer,New York City,New York,East,Fasteners,NO
572,52,Consumer,New York City,New York,East,Binders,YES
573,52,Consumer,New York City,New York,East,Phones,NO
574,44,Consumer,Marysville,Washington,West,Art,NO
576,38,Consumer,Long Beach,California,West,Paper,NO
577,38,Consumer,Long Beach,California,West,Supplies,NO
578,29,Consumer,Chicago,Illinois,Central,Storage,YES
580,37,Consumer,Los Angeles,California,West,Supplies,NO
581,48,Consumer,Denver,Colorado,West,Phones,YES
582,48,Consumer,Denver,Colorado,West,Phones,YES
583,48,Consumer,Denver,Colorado,West,Appliances,YES
585,48,Consumer,Denver,Colorado,West,Phones,YES
586,27,Consumer,Richmond,Kentucky,South,Chairs,NO
587,27,Consumer,Richmond,Kentucky,South,Labels,NO
588,11,Consumer,Salem,Oregon,West,Phones,YES
589,11,Consumer,Salem,Oregon,West,Paper,YES
591,11,Consumer,Salem,Oregon,West,Paper,YES
592,2,Consumer,Laredo,Texas,Central,Art,YES
593,2,Consumer,Laredo,Texas,Central,Accessories,YES
594,32,Consumer,San Diego,California,West,Appliances,NO
595,32,Consumer,San Diego,California,West,Copiers,YES
596,32,Consumer,San Diego,California,West,Phones,YES
597,32,Consumer,San Diego,California,West,Furnishings,NO
598,28,Consumer,Philadelphia,Pennsylvania,East,Supplies,YES
599,28,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
600,28,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
601,28,Consumer,Philadelphia,Pennsylvania,East,Supplies,YES
602,11,Consumer,Tampa,Florida,South,Storage,YES
603,11,Consumer,Tampa,Florida,South,Furnishings,YES
606,11,Consumer,Tampa,Florida,South,Paper,YES
608,21,Consumer,Philadelphia,Pennsylvania,East,Art,YES
609,21,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
610,17,Corporate,Dallas,Texas,Central,Phones,YES
611,17,Corporate,Dallas,Texas,Central,Labels,YES
612,36,Corporate,Philadelphia,Pennsylvania,East,Paper,YES
613,36,Corporate,Philadelphia,Pennsylvania,East,Phones,YES
616,33,Corporate,New York City,New York,East,Furnishings,NO
617,33,Corporate,New York City,New York,East,Furnishings,NO
618,33,Corporate,New York City,New York,East,Binders,YES
619,33,Corporate,New York City,New York,East,Phones,NO
620,33,Corporate,New York City,New York,East,Furnishings,NO
622,48,Corporate,Dearborn,Michigan,Central,Chairs,NO
623,48,Corporate,Dearborn,Michigan,Central,Appliances,YES
624,48,Corporate,Dearborn,Michigan,Central,Storage,NO
625,48,Corporate,Dearborn,Michigan,Central,Art,NO
626,37,Home Office,New York City,New York,East,Furnishings,NO
627,20,Consumer,Seattle,Washington,West,Appliances,NO
628,50,Consumer,San Francisco,California,West,Binders,YES
629,50,Consumer,San Francisco,California,West,Paper,NO
630,49,Consumer,Aurora,Colorado,West,Storage,YES
631,49,Consumer,Aurora,Colorado,West,Accessories,YES
632,49,Consumer,Aurora,Colorado,West,Phones,YES
633,38,Consumer,Miami,Florida,South,Accessories,YES
634,38,Consumer,Miami,Florida,South,Labels,YES
635,40,Corporate,Warner Robins,Georgia,South,Chairs,NO
637,33,Consumer,Aurora,Colorado,West,Appliances,YES
638,20,Home Office,Vallejo,California,West,Furnishings,NO
639,20,Home Office,Vallejo,California,West,Binders,YES
640,50,Corporate,Minneapolis,Minnesota,Central,Furnishings,NO
641,30,Consumer,Mission Viejo,California,West,Storage,NO
642,30,Consumer,Mission Viejo,California,West,Labels,NO
643,23,Consumer,Rochester Hills,Michigan,Central,Accessories,NO
644,29,Home Office,Plainfield,New Jersey,East,Paper,NO
645,52,Home Office,Columbus,Indiana,Central,Appliances,NO
646,13,Corporate,Sierra Vista,Arizona,West,Fasteners,YES
647,13,Corporate,Sierra Vista,Arizona,West,Appliances,YES
648,49,Corporate,Vancouver,Washington,West,Furnishings,NO
649,49,Corporate,Vancouver,Washington,West,Phones,YES
650,49,Corporate,Vancouver,Washington,West,Accessories,NO
652,25,Corporate,New York City,New York,East,Paper,NO
653,25,Corporate,New York City,New York,East,Accessories,NO
654,34,Consumer,Columbus,Ohio,East,Appliances,YES
656,34,Consumer,Columbus,Ohio,East,Envelopes,YES
657,38,Home Office,Aurora,Illinois,Central,Chairs,YES
659,35,Consumer,Arlington,Texas,Central,Storage,YES
661,35,Consumer,Arlington,Texas,Central,Tables,YES
663,12,Corporate,New York City,New York,East,Storage,NO
664,44,Consumer,Louisville,Kentucky,South,Fasteners,NO
665,23,Corporate,Dallas,Texas,Central,Supplies,YES
666,23,Corporate,Dallas,Texas,Central,Paper,YES
667,23,Corporate,Dallas,Texas,Central,Phones,YES
668,52,Consumer,Cleveland,Ohio,East,Furnishings,YES
670,23,Home Office,Chicago,Illinois,Central,Tables,YES
671,23,Home Office,Chicago,Illinois,Central,Paper,YES
672,24,Consumer,Quincy,Illinois,Central,Art,YES
673,49,Consumer,Columbus,Indiana,Central,Appliances,NO
674,49,Consumer,Columbus,Indiana,Central,Paper,NO
675,49,Consumer,Columbus,Indiana,Central,Accessories,NO
677,11,Consumer,Tyler,Texas,Central,Accessories,YES
680,46,Consumer,New York City,New York,East,Binders,YES
681,46,Consumer,New York City,New York,East,Storage,NO
682,46,Consumer,New York City,New York,East,Storage,NO
683,44,Corporate,Burlington,North Carolina,South,Machines,YES
684,44,Corporate,Burlington,North Carolina,South,Appliances,YES
685,27,Consumer,Jackson,Mississippi,South,Accessories,NO
686,27,Consumer,Jackson,Mississippi,South,Labels,NO
687,27,Consumer,Jackson,Mississippi,South,Paper,NO
688,52,Consumer,New York City,New York,East,Bookcases,YES
689,25,Consumer,Waynesboro,Virginia,South,Furnishings,NO
690,25,Consumer,Waynesboro,Virginia,South,Phones,NO
691,25,Consumer,Waynesboro,Virginia,South,Storage,NO
692,13,Consumer,Los Angeles,California,West,Accessories,NO
693,13,Consumer,Los Angeles,California,West,Paper,NO
694,20,Home Office,Chester,Pennsylvania,East,Art,YES
695,39,Corporate,Seattle,Washington,West,Paper,NO
696,20,Home Office,Chester,Pennsylvania,East,Envelopes,YES
697,20,Home Office,Chester,Pennsylvania,East,Labels,YES
698,20,Home Office,Chester,Pennsylvania,East,Art,YES
701,35,Corporate,Cleveland,Ohio,East,Furnishings,YES
702,44,Corporate,Seattle,Washington,West,Furnishings,NO
703,15,Consumer,Long Beach,California,West,Tables,YES
704,37,Corporate,Cary,North Carolina,South,Paper,YES
705,37,Corporate,Cary,North Carolina,South,Appliances,YES
706,37,Corporate,Cary,North Carolina,South,Accessories,YES
707,49,Consumer,New York City,New York,East,Accessories,NO
708,49,Consumer,New York City,New York,East,Bookcases,YES
709,49,Consumer,New York City,New York,East,Binders,YES
710,14,Home Office,New York City,New York,East,Paper,NO
711,35,Consumer,Palm Coast,Florida,South,Envelopes,YES
712,20,Corporate,Mount Vernon,New York,East,Appliances,NO
713,20,Corporate,Mount Vernon,New York,East,Phones,NO
714,20,Corporate,Mount Vernon,New York,East,Accessories,NO
715,27,Corporate,Seattle,Washington,West,Binders,YES
716,2,Consumer,Dover,Delaware,East,Furnishings,NO
717,38,Consumer,Newark,Ohio,East,Furnishings,YES
718,23,Home Office,Orem,Utah,West,Binders,YES
719,23,Home Office,Orem,Utah,West,Furnishings,NO
720,6,Home Office,Los Angeles,California,West,Paper,NO
721,50,Corporate,Detroit,Michigan,Central,Tables,NO
722,50,Corporate,Detroit,Michigan,Central,Storage,NO
723,41,Home Office,Philadelphia,Pennsylvania,East,Furnishings,YES
724,27,Corporate,Hialeah,Florida,South,Supplies,YES
725,37,Consumer,Austin,Texas,Central,Envelopes,YES
726,37,Consumer,Austin,Texas,Central,Phones,YES
727,48,Consumer,Oceanside,New York,East,Paper,NO
728,48,Consumer,Oceanside,New York,East,Tables,YES
729,48,Consumer,Oceanside,New York,East,Storage,NO
730,48,Consumer,Oceanside,New York,East,Chairs,YES
731,48,Consumer,Oceanside,New York,East,Labels,NO
732,3,Home Office,Seattle,Washington,West,Storage,NO
733,3,Home Office,Seattle,Washington,West,Accessories,NO
734,3,Home Office,Seattle,Washington,West,Binders,YES
735,3,Home Office,Seattle,Washington,West,Binders,YES
736,3,Home Office,Seattle,Washington,West,Bookcases,NO
737,3,Home Office,Seattle,Washington,West,Binders,YES
738,37,Consumer,San Francisco,California,West,Accessories,NO
739,1,Home Office,Naperville,Illinois,Central,Labels,YES
740,1,Home Office,Naperville,Illinois,Central,Storage,YES
742,34,Consumer,Dallas,Texas,Central,Supplies,YES
743,34,Consumer,Dallas,Texas,Central,Paper,YES
744,34,Consumer,Dallas,Texas,Central,Paper,YES
745,34,Consumer,Dallas,Texas,Central,Supplies,YES
747,22,Corporate,San Diego,California,West,Storage,NO
748,11,Consumer,Evanston,Illinois,Central,Phones,YES
749,40,Consumer,Trenton,Michigan,Central,Binders,NO
751,40,Consumer,Trenton,Michigan,Central,Art,NO
752,40,Consumer,Trenton,Michigan,Central,Binders,NO
753,14,Corporate,San Francisco,California,West,Copiers,YES
754,50,Consumer,Los Angeles,California,West,Furnishings,NO
755,37,Corporate,Jacksonville,Florida,South,Tables,YES
756,1,Consumer,Cottage Grove,Minnesota,Central,Storage,NO
757,1,Consumer,Cottage Grove,Minnesota,Central,Accessories,NO
758,29,Corporate,New York City,New York,East,Binders,YES
759,38,Corporate,Green Bay,Wisconsin,Central,Paper,NO
760,36,Consumer,Los Angeles,California,West,Paper,NO
761,44,Corporate,Atlanta,Georgia,South,Labels,NO
762,6,Consumer,Columbus,Ohio,East,Phones,YES
763,3,Corporate,Bossier City,Louisiana,South,Envelopes,NO
764,3,Corporate,Bossier City,Louisiana,South,Envelopes,NO
765,3,Corporate,Bossier City,Louisiana,South,Accessories,NO
766,3,Corporate,Bossier City,Louisiana,South,Binders,NO
767,3,Corporate,Bossier City,Louisiana,South,Storage,NO
768,20,Corporate,Saint Petersburg,Florida,South,Furnishings,YES
769,20,Consumer,Arlington,Virginia,South,Chairs,NO
770,5,Corporate,Des Moines,Iowa,Central,Binders,NO
771,5,Corporate,Des Moines,Iowa,Central,Phones,NO
772,5,Corporate,Des Moines,Iowa,Central,Binders,NO
773,5,Corporate,Des Moines,Iowa,Central,Binders,NO
774,5,Corporate,Des Moines,Iowa,Central,Art,NO
775,5,Corporate,Des Moines,Iowa,Central,Furnishings,NO
776,26,Consumer,Cincinnati,Ohio,East,Art,YES
777,34,Home Office,San Francisco,California,West,Chairs,YES
778,34,Home Office,San Francisco,California,West,Paper,NO
779,34,Home Office,San Francisco,California,West,Paper,NO
780,34,Home Office,San Francisco,California,West,Paper,NO
782,40,Consumer,Columbus,Ohio,East,Accessories,YES
783,40,Consumer,Columbus,Ohio,East,Bookcases,YES
784,40,Consumer,Columbus,Ohio,East,Accessories,YES
785,21,Corporate,Columbia,South Carolina,South,Envelopes,NO
786,11,Consumer,Lancaster,California,West,Binders,YES
787,50,Consumer,Lancaster,California,West,Chairs,YES
788,26,Consumer,Richmond,Virginia,South,Binders,NO
789,26,Consumer,Richmond,Virginia,South,Storage,NO
790,26,Consumer,Richmond,Virginia,South,Binders,NO
791,26,Consumer,Richmond,Virginia,South,Chairs,NO
792,20,Consumer,Asheville,North Carolina,South,Phones,YES
793,38,Consumer,San Francisco,California,West,Labels,NO
794,38,Consumer,San Francisco,California,West,Paper,NO
795,38,Consumer,Rochester,Minnesota,Central,Binders,NO
796,52,Corporate,Rochester,New York,East,Paper,NO
797,52,Corporate,Rochester,New York,East,Paper,NO
798,52,Corporate,Rochester,New York,East,Labels,NO
799,48,Consumer,Lake Elsinore,California,West,Chairs,YES
800,8,Corporate,San Diego,California,West,Furnishings,NO
801,8,Corporate,San Diego,California,West,Phones,YES
802,33,Corporate,New York City,New York,East,Appliances,NO
803,10,Corporate,Monroe,Louisiana,South,Paper,NO
804,16,Consumer,San Francisco,California,West,Furnishings,NO
805,44,Consumer,Denver,Colorado,West,Art,YES
806,44,Consumer,Denver,Colorado,West,Phones,YES
807,6,Consumer,Omaha,Nebraska,Central,Furnishings,NO
808,6,Consumer,Omaha,Nebraska,Central,Accessories,NO
809,42,Consumer,Edmonds,Washington,West,Art,NO
810,42,Consumer,Edmonds,Washington,West,Tables,NO
811,42,Consumer,Edmonds,Washington,West,Appliances,NO
812,42,Consumer,Edmonds,Washington,West,Accessories,NO
813,19,Consumer,Santa Ana,California,West,Furnishings,NO
814,19,Consumer,Santa Ana,California,West,Accessories,NO
815,12,Corporate,Milwaukee,Wisconsin,Central,Paper,NO
816,37,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
817,26,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
819,26,Consumer,Philadelphia,Pennsylvania,East,Chairs,YES
821,26,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
822,25,Consumer,Belleville,New Jersey,East,Accessories,NO
823,25,Consumer,Belleville,New Jersey,East,Labels,NO
824,19,Consumer,San Francisco,California,West,Accessories,NO
825,19,Consumer,San Francisco,California,West,Accessories,NO
826,34,Consumer,Lakeville,Minnesota,Central,Fasteners,NO
827,34,Consumer,Lakeville,Minnesota,Central,Supplies,NO
828,34,Consumer,Lakeville,Minnesota,Central,Envelopes,NO
829,24,Consumer,Florence,Kentucky,South,Chairs,NO
830,24,Consumer,Florence,Kentucky,South,Appliances,NO
831,24,Consumer,Florence,Kentucky,South,Phones,NO
832,24,Consumer,Florence,Kentucky,South,Phones,NO
833,29,Corporate,Tampa,Florida,South,Art,YES
834,29,Corporate,Tampa,Florida,South,Appliances,YES
835,29,Corporate,Tampa,Florida,South,Machines,YES
837,44,Home Office,Columbia,Tennessee,South,Paper,YES
838,10,Corporate,Fort Worth,Texas,Central,Phones,YES
839,47,Corporate,New York City,New York,East,Art,NO
840,47,Corporate,New York City,New York,East,Art,NO
841,47,Corporate,New York City,New York,East,Bookcases,YES
842,45,Corporate,Los Angeles,California,West,Binders,YES
843,45,Corporate,Los Angeles,California,West,Binders,YES
844,45,Corporate,Los Angeles,California,West,Supplies,NO
845,45,Corporate,Los Angeles,California,West,Labels,NO
846,42,Consumer,Louisville,Kentucky,South,Phones,NO
847,42,Consumer,Louisville,Kentucky,South,Chairs,NO
848,52,Consumer,Lorain,Ohio,East,Furnishings,YES
849,6,Corporate,Linden,New Jersey,East,Accessories,NO
850,25,Corporate,Salinas,California,West,Art,NO
851,25,Corporate,Salinas,California,West,Paper,NO
852,21,Consumer,Jackson,Mississippi,South,Art,NO
853,7,Consumer,New York City,New York,East,Furnishings,NO
854,7,Consumer,New York City,New York,East,Storage,NO
855,31,Consumer,New York City,New York,East,Paper,NO
857,31,Consumer,New York City,New York,East,Storage,NO
858,15,Home Office,New Brunswick,New Jersey,East,Paper,NO
859,15,Home Office,New Brunswick,New Jersey,East,Fasteners,NO
860,24,Consumer,San Francisco,California,West,Supplies,NO
861,24,Consumer,San Francisco,California,West,Art,NO
862,1,Corporate,Jacksonville,Florida,South,Accessories,YES
863,1,Corporate,Jacksonville,Florida,South,Art,YES
864,1,Corporate,Jacksonville,Florida,South,Phones,YES
865,2,Corporate,Springfield,Virginia,South,Labels,NO
866,2,Corporate,Springfield,Virginia,South,Furnishings,NO
867,39,Corporate,Philadelphia,Pennsylvania,East,Labels,YES
870,35,Home Office,Philadelphia,Pennsylvania,East,Phones,YES
871,43,Consumer,Concord,New Hampshire,East,Paper,NO
872,50,Consumer,New York City,New York,East,Paper,NO
873,50,Consumer,New York City,New York,East,Binders,YES
874,34,Consumer,Charlotte,North Carolina,South,Paper,YES
875,2,Home Office,Concord,New Hampshire,East,Furnishings,NO
876,40,Consumer,Trenton,Michigan,Central,Furnishings,NO
877,2,Home Office,Concord,New Hampshire,East,Accessories,NO
879,48,Home Office,New York City,New York,East,Binders,YES
880,48,Home Office,New York City,New York,East,Chairs,YES
881,41,Consumer,Springfield,Virginia,South,Storage,NO
882,51,Consumer,San Francisco,California,West,Art,NO
883,42,Home Office,Detroit,Michigan,Central,Furnishings,NO
884,18,Consumer,Rochester,New York,East,Furnishings,NO
885,17,Corporate,Los Angeles,California,West,Binders,YES
887,41,Home Office,Columbia,Maryland,East,Binders,NO
888,50,Corporate,San Francisco,California,West,Paper,NO
889,25,Consumer,New Rochelle,New York,East,Accessories,NO
890,25,Consumer,New Rochelle,New York,East,Binders,YES
891,26,Home Office,Detroit,Michigan,Central,Paper,NO
892,26,Home Office,Detroit,Michigan,Central,Art,NO
893,26,Home Office,Detroit,Michigan,Central,Phones,NO
894,45,Corporate,San Francisco,California,West,Storage,NO
895,45,Corporate,San Francisco,California,West,Binders,YES
896,40,Consumer,Houston,Texas,Central,Envelopes,YES
897,37,Consumer,Detroit,Michigan,Central,Labels,NO
898,43,Corporate,Auburn,New York,East,Paper,NO
900,45,Consumer,Garland,Texas,Central,Labels,YES
902,37,Consumer,Chicago,Illinois,Central,Phones,YES
903,14,Consumer,Los Angeles,California,West,Paper,NO
904,14,Consumer,Los Angeles,California,West,Storage,NO
905,14,Consumer,Los Angeles,California,West,Paper,NO
906,52,Consumer,New York City,New York,East,Bookcases,YES
907,52,Consumer,New York City,New York,East,Phones,NO
908,52,Consumer,New York City,New York,East,Binders,YES
909,35,Home Office,Jackson,Michigan,Central,Phones,NO
910,35,Home Office,Jackson,Michigan,Central,Accessories,NO
911,35,Home Office,Jackson,Michigan,Central,Storage,NO
912,22,Home Office,Norwich,Connecticut,East,Furnishings,NO
913,48,Corporate,Milwaukee,Wisconsin,Central,Furnishings,NO
914,48,Corporate,Milwaukee,Wisconsin,Central,Accessories,NO
915,24,Corporate,San Antonio,Texas,Central,Tables,YES
916,24,Corporate,San Antonio,Texas,Central,Chairs,YES
918,9,Corporate,Dallas,Texas,Central,Envelopes,YES
919,9,Corporate,Dallas,Texas,Central,Storage,YES
920,49,Consumer,Alexandria,Virginia,South,Storage,NO
921,15,Consumer,New York City,New York,East,Accessories,NO
922,15,Consumer,New York City,New York,East,Phones,NO
923,15,Consumer,New York City,New York,East,Appliances,NO
924,37,Corporate,New York City,New York,East,Binders,YES
925,37,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
926,37,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
927,41,Home Office,Springfield,Virginia,South,Art,NO
928,41,Home Office,Springfield,Virginia,South,Appliances,NO
929,15,Consumer,Toledo,Ohio,East,Art,YES
930,15,Consumer,Toledo,Ohio,East,Art,YES
931,15,Consumer,Toledo,Ohio,East,Paper,YES
932,35,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
933,25,Home Office,Philadelphia,Pennsylvania,East,Paper,YES
935,25,Home Office,Philadelphia,Pennsylvania,East,Paper,YES
936,25,Home Office,Philadelphia,Pennsylvania,East,Appliances,YES
